Tabela/View;Português do Brasil (Nativo);Espanhol
E104AIE;SGQ - Acompanhamento de Implantação e Eficácia de Ações Preventivas e Corretivas;ASGQ - Acompañamiento de Implantación y Eficacia de Acciones Preventivas
E104APC;SGQ - Ações Preventivas e Corretivas;ASGQ - Acciones Preventivas y Correctivas
E104ORG;SGQ - Origem do Registro da Qualidade;ASGQ - Origen del Registro de Calidad
E104RIS;SGQ - Registro de Requisitos ISO;ASGQ - Registro de Requisitos ISSO
E104RMC;SGQ - Registros para Melhoria Contínua;ASGQ - Registros para la Mejoría Continua
E104TRM;SGQ - Tipo de Documento para Registros para Melhoria Contínua;ASGQ - Tipo de Documento para Registros para la Mejoría Continua
E105EMA;SGQ - Manutenções - Execução;ASGQ - Manutenciones - Ejecución
E105EPM;SGQ - Manutenções - Execução de Planos;ASGQ - Manutenciones - Ejecución de Planes
E105MAN;SGQ - Manutenções - Cadastro;ASGQ - Manutenciones - Maestros
E105PMA;SGQ - Manutenções - Planos;ASGQ - Manutenciones - Planes
E105PXM;SGQ - Manutenções - Ligações com Planos;ASGQ - Manutenciones - Conexiones con Planes
E106ASS;SGQ - Atendimento de Fornecedores - Assuntos;ASGQ - Atendimiento de Proveedores - Asuntos
E106ATE;SGQ - Atendimento de Fornecedores - Registro;ASGQ - Atendimiento de Proveedores - Registro
E107AFO;SGQ - Avaliação Fornecedores - Avaliação;ASGQ - Evaluación Proveedores - Evaluación
E107ATE;SGQ - Avaliação Fornecedores - Atendimentos Avaliação;ASGQ - Evaluación Proveedores - Atendimientos Evaluación
E107EMP;SGQ - Avaliação Fornecedores - Parâmetros para Empresa;ASGQ - Evaluación Proveedores - Parámetros para la Empresa
E107FIL;SGQ - Avaliação Fornecedores - Filiais Avaliação;ASGQ - Evaluación Proveedores - Sucursales Evaluación
E107FOR;SGQ - Avaliação Fornecedores - Fornecedores Avaliação;ASGQ - Evaluación Proveedores - Proveedores Evaluación
E107NFC;SGQ - Avaliação Fornecedores - Notas Fiscais Avaliação;ASGQ - Evaluación Proveedores - Facturas Evaluación
E107PDF;SGQ - Avaliação Fornecedores - Produtos/Derivações Avaliação;ASGQ - Evaluación Proveedores - Productos/Derivaciones Evaluación
E107SEF;SGQ - Avaliação Fornecedores - Serviços Avaliação;ASGQ - Evaluación Proveedores - Servicios Evaluación
E110CCU;Integração - Centros de Custos;Integración - Centros de Costos
E110CLI;Integração - Clientes;Integración - Clientes
E110COB;Integração - Clientes - Endereços de Cobrança;Integración - Clientes - Dirección de Cobro
E110CPG;Integração - Condição de Pagamento;Integración - Condiciones de Pago
E110DER;Integração - Derivações;Integración - Derivaciones
E110DOC;Integração - Documentos - Dados Gerais;Integración - Documentos - Datos Generales
E110ENT;Integração - Clientes - Endereços de Entrega;Integración - Clientes - Direcciones de Entrega
E110FOR;Integração - Fornecedores;Integración - Proveedores 
E110HCL;Integração - Clientes - Históricos;Integración - Clientes - Históricos
E110HFO;Integração - Fornecedores - Históricos;Integración - Proveedores - Históricos
E110ICP;Integração - Condição de Pagamento - Parcelas;Integración - Condiciones de Pago - Cuotas
E110IDF;Integração - Impostos para Documento Fiscal;Integración - Impuestos para Documento Fiscal
E110IPR;Integração - Documentos - Itens de Produtos;Integración - Documentos - Ítems de Productos
E110ISR;Integração - Documentos - Itens de Serviços;Integración - Documentos - Ítems de Servicios
E110MCP;Integração - C. Pagar - Títulos - Movimentos;Integración - Cuentas a Pagar - Títulos - Movimientos
E110MCR;Integração - C. Receber - Títulos - Movimentos;Integración - Cuentas a Recibir - Títulos - Movimientos
E110MVP;Integração - Estoques - Movimentos;Integración - Stocks - Movimientos
E110PLA;Integração - Plano Contábil - Contas;Integración - Plan Contable - Cuentas
E110PRO;Integração - Produtos;Integración - Productos
E110REP;Integração - Representantes;Integración - Representantes
E110TCP;Integração - C. Pagar - Títulos - Dados Gerais;Integración - Cuentas a  Pagar - Títulos - Datos Generales
E110TCR;Integração - C. Receber - Títulos - Dados Gerais;Integración - Cuentas a Recibir - Títulos - Datos Generales
E110TRA;Integração - Transportadoras;Integración - Transportadoras
E111ITE;Recebimentos Varejo - Itens;Recibimientos Ventas al Por Menor- Elementos
E111PAR;Recebimentos Varejo - Parcelamento;Recibimientos Ventas al Por Menor - En Cuotas
E111REC;Recebimentos Varejo;Recibimientos Ventas al Por Menor
E111TEF;Recebimentos Varejo - Dados TEF;Recibimientos Ventas al Por Menor - Datos TEF
E113ACR;Receituário Agronômico - ART CREA;Recetario Agronómico - ART CREA
E113AEQ;Receituário Agronômico - Equipamento na Aplicação;Receta Agronómica - Equipo en la Aplicación
E113AES;Mercado - Gestão de Vendas - Assinatura Eletrônica do Receituário pelo Sign;Mercado - Gestión de Ventas - Firma Electrónica de Recetas vía Firma
E113APL;Receituário Agronômico - Aplicação;Recetario Agronómico - Aplicación
E113APT;Receituário Agronômico - Tipo de aplicação;Recetario Agronómico - Tipo de aplicación
E113BEQ;Receituário Agronômico - Equipamento na Bula;Receta Agronómica - Equipo en el Prospecto
E113BNF;Agronegócio - Tabelas - Beneficiamento;Agronegocio - Tablas - Mejoría
E113BTA;Recetuário Agronômico - Tipo de aplicação na bula;Recetario Agronómico - Tipo de aplicación en el prospecto
E113BUL;Receituário Agronômico - Bula do Produto;Recetario Agronómico - Prospecto de Producto
E113CAT;Agronegócio - Tabelas - Categoria do Lote;Agronegocio - Tablas - Categoría del Lote
E113CCA;Receituário Agronômico - Categoria de comercialização de agrotóxico;Recetario Agronómico - Categoría de comercialización de pesticida
E113CEB;Receituário Agronômico - Código por estado na bula;Recetario Agronómico - Código por estado en el prospecto
E113CEC;Receituário Agronômico - Código por estado da cultura, praga e produto na  aplicação;Recetario Agronómico - Código por estado de la cultura, plaga y producto en la  aplicación
E113CEE;Receituário Agronômico - Código por estado da embalagem, unidade de medida e capacidade na  aplicação;Recetario Agronómico - Código por estado del paquete, unidad de medida e capacidad en la  aplicación
E113CFB;Receituário Agronômico - Característica ficha de emergência na bula;Recetario Agronómico - Característica ficha de emergencia en el prospecto
E113CFE;Receituário Agronômico - Característica ficha de emergência;Recetario Agronómico - Característica ficha de emergencia
E113CLB;Receituário Agronômico - Classe/tipo do produto da bula;Recetario Agronómico - Clase/tipo de producto de prospecto
E113CLO;Receituário Agronômico - Classe/Tipo de produto;Recetario Agronómico - Clase/Tipo de producto
E113COA;Agronegócio - Tabelas - Cadastro de Operações;Agronegocios - Tablas - Registro de Operaciones
E113CRA;Receituário Agronômico - CREA;Recetario Agronómico - CREA
E113CRB;Receituário Agronômico - Característica receita agronômica na bula;Recetario Agronómico - Característica receta agronómica en el prospecto
E113CRE;Receituário Agronômico - Característica receita agronômica na aplicação;Recetario Agronómico - Característica receta agronómica en la aplicación
E113CTR;Receituário Agronômico - Característica da receita agronômica;Recetario Agronómico - Característica de la receta agronómica
E113CTT;Receituário Agronômico - Texto padrão para tipo de caracteristica  agronômica;Recetario Agronómico - Texto padrón para tipo de característica  agronómica
E113CUL;Agronegócio - Tabelas - Cultivar;Agronegocio - Tablas - Cultivar
E113DIA;Receituário Agronômico - Diagnóstico;Recetario Agronómico - Diagnóstico
E113DIE;Receituário Agronômico - Ligação praga/problema x estado;Recetario Agronómico - Llamada plaga/problema x estado
E113DPP;Receituário Agronômico - Praga/problema;Recetario Agronómico - Plaga/problema
E113ECE;Receituário Agronômico - Ligação embalagem e unidade de medida X estado;Recetario Agronómico - Llamado paquete y unidad de medida X estado
E113ECR;Receituário Agronômico - Restrição por estado na aplicação;Recetario Agronómico - Restricción por estado en la aplicación
E113EPE;Receituário Agronômico - Ligação espécie/cultura x estado;Recetario Agronómico - Llamado especie/cultura x estado
E113EQP;Receituário Agronômico - Cadastro de Equipamentos;Prescripción Agronómica - Registro de Equipos
E113ETP;Agronegócio - Tabelas - Espécie;Agronegocio - Tablas - Especie
E113FRM;Receituário Agronômico - Formulação;Recetario Agronómico - Formulación
E113FXI;Agronegócio - Tabelas - Relacionamento Item do Contrato X Item de Classificação X Acréscimo Financeiro X Faixas;Agronegócio - Tablas - Relación Elemento del contrato X elemento de Clasificación X Incremento Financiero X Rangos
E113ICL;Agronegócio - Tabelas - Item de Classificação;Agronegocio - Tablas - Ítem de Clasificación
E113IPH;Agronegócio - Tabelas - Itens de Melhoria de PH;Agronegócio - Tablas - Elementos de Mejoría de PH
E113ITX;Agronegócio - Tabelas - Item de Taxa;Agronegocio - Tablas - Ítem de Tasa
E113IXA;Agronegócio - Tabelas - Relacionamento Item do Contrato X Item de Classificação X Acréscimo Financeiro;Agronegócio - Tablas - Relación Elementos del Contrato X Elemento de Clasificación X Incremento financiero
E113IXI;Agronegócio - Tabelas - Faixas do item de classificação X Moeda;Agronegocio - Tablas - Franjas de ítem de clasificación X Moneda
E113IXM;Agronegócio - Tabelas - Item de classificação X Moeda;Agronegocio - Tablas - elemento de clasificación  X Moneda
E113LAS;Mercado - Gestão de Vendas - Assinatura Eletrônica do Receituário pelo Sign - Log Detalhado;Mercado - Gestión de Ventas - Firma Electrónica de Recetas vía Firma - Registro Detallado
E113MPH;Agronegócio - Tabelas - Melhoria de PH;Agronegócio - Tablas - Mejoría de PH
E113PAB;Receituário Agronômico - Princípio ativo na bula;Recetario Agronómico - Principio activo en el prospecto
E113PCE;Receituário Agronômico - Ligação produto x estado;Recetario Agronómico - Llamado producto x estado
E113PEU;Receituário Agronômico - Ligação produto x embalagem x unidade de medida;Recetario Agronómico - Llamado producto x paquete x unidad de medida
E113PIP;Agronegócio - Tabelas - Relacionamento Produto X Item de Classificação X Percentual;Agronegocio - Tablas - Relación Producto X Ítem de Clasificación X Porcentual
E113PNE;Agronegócio - Tabelas - Peneira;Agronegocio - Tablas - Zaranda
E113PRA;Receituário Agronômico - Princípio ativo;Recetario Agronómico - Principio activo
E113PTX;Agronegócio - Tabelas - Relacionamento Produto X Item de Taxa X Parâmetros;Agronegocio - Tablas - Relación Producto X Ítem de Tasa X Parámetros
E113PXI;Agronegócio - Tabelas - Relacionamento Produto X Item de Classificação;Agronegocio - Tablas - Relación Producto X Ítem de Clasificación
E113PXT;Agronegócio - Tabelas - Relacionamento Produto X Item de Taxa;Agronegocio - Tablas - Relación Producto X Ítem de Tasa
E113RCA;Mercado - Gestão de Vendas - Receituário Agronômico - Receitas Canceladas para Reaproveitar;Mercado - Gestión de Ventas - Recetario Agronómico - Recetas Canceladas para Reaprovechar
E113RCF;Mercado - Gestão de Vendas - Receituário Agronômico - Característica da receita agronômica finalizada;Mercado - Gestión de Ventas - Recetario Agronómico - Característica da receta agronómica finalizada
E113REB;Receituário Agronômico - Restrição por estado na bula;Recetario Agronómico - Restricción por estado en el prospecto
E113REC;Mercado - Gestão de Vendas - Receituário Agronômico - Característica receita agronômica;Mercado - Gestión de Ventas - Recetario Agronómico - Característica receta agronómica
E113REF;Mercado - Gestão de Vendas - Receituário Agronômico - Receita agronômica finalizada;Mercado - Gestión de Ventas - Recetario Agronómico - Receta agronómica finalizada
E113REI;Mercado - Gestão de Vendas - Receituário Agronômico - Itens da receita agronômica;Mercado - Gestión de Ventas - Recetario Agronómico - Elementos de la receta agronómica
E113REM;Mercado - Gestão de Vendas - Receituário Agronômico - Emissão da receita agronômica;Mercado - Gestión de Ventas - Recetario Agronómico - Emisión de la receta agronómica
E113RIF;Mercado - Gestão de Vendas - Receituário Agronômico - Itens da receita agronômica finalizada;Mercado - Gestión de Ventas - Recetario Agronómico - Elementos de la receta agronómica finalizada
E113RPF;Ligação Responsável Técnico X Filial;Vinculo Responsable Técnico X Sucursal
E113RTC;Receituário Agronômico - Responsável técnico;Recetario Agronómico - Responsable técnico
E113SAF;Agronegócio - Tabelas - Safra;Agronegocio - Tablas - Zafra
E113SLT;Agronegócio - Tabelas - Status Lote;Agronegocio - Tablas - Status Lote
E113TRG;Agronegócio - Tabelas - Variedade;Agronegocios - Mesas - Variedad
E113TRM;Agronegócio - Tabelas - Tratamento;Agronegocio - Tablas - Tratamiento
E113UMD;Receituário Agronômico - Unidade de medida da dose;Recetario Agronómico - Unidad de medida de la dosis
E113UME;Receituário Agronômico - Ligação unidade de medida da dose X estado;Recetario Agronómico - Llamado unidad de medida de la dosis X estado
E113VIC;Agronegócio - Tabelas - Relacionamento Variedade x Itens de Classificação;Agronegocios - Tablas - Variedad x Clasificación Artículos Relación
E113XML;Agronegócio - Tabelas - Armazenamento arquivos XML;Agronegocios - Tablas - Almacenamiento de archivos XML
E114CCS;Cadastro de Categoria de Sementes;Registro de Categoría de Semillas
E114EMB;Estoques - Recebimento - Destinação - Embalagens Vazias;Existencias - Recepción - Destino - Embalaje Vacío
E114IPE;Estoques - Ítens - Recebimento - Destinação - Embalagens Vazias;Existencias - Artículos - Recepción - Destino - Embalaje Vacío
E114IPT;Estoques - Ítens - Transferência de Saldos - Agrotóxicos - Sementes e Mudas;Existencias - Partidas - Transferencia de Saldo - Plaguicidas - Semillas y Plántulas
E114TRA;Estoques - Transferência de Saldos - Agrotóxicos - Sementes e Mudas;Existencias - Transferencia de Saldo - Plaguicidas - Semillas y Plántulas
E115CAQ;Vendas/Compras - Controle de Entrada e Saída - Certificado de Análise de Qualidade;Ventas/Compras - Control de Entradas y Salidas - Certificado de Análisis de Calidad
E115CES;Vendas/Compras - Controle de Entrada e Saída - Dados Gerais;Ventas/Compras - Control de Entrada y Salida - Datos Generales
E115CFG;Integração - Configuração de Integração Senior X - Agronegócio Senior;Integración - Senior X Configuración de Integración - Senior Agronegocios
E115CHA;Integração - Controle de Hash - Agronegócio Senior;Integración - Hash Control - Senior Agronegocios
E115DLS;Tabelas - Lotes selecionados para devolução;Tablas - Lotes seleccionados para devolución
E115DOC;Vendas/Compras - Controle de Entrada e Saída - Documentos Gerados;Ventas/Compras - Control de Entrada y Salida - Documentos Generados
E115ECE;Integração com a plataforma - Etapas dos registros;Integración con la plataforma - Etapas de los registros
E115EXB;Registros já integrados que estavam na tabela E115EXT são movidos para essa;Registros ya integrados que estaban en la tabla E115EXT son movidos para esa
